symbol,timeframe,zone_type,entry_time,strength_remark,status,Diff %
TATASTEEL,25,demand,2025-12-29 09:40:00,Explosive,UNTESTED,7.93
BANKBARODA,125,demand,2025-12-17 11:20:00,Strong,UNTESTED,7.94
BANKBARODA,75,demand,2025-12-17 10:30:00,Strong,UNTESTED,7.94
UPL,75,demand,2025-12-19 14:15:00,Moderate,UNTESTED,7.95
ADANIENSOL,75,demand,2025-12-10 10:30:00,Strong,"TESTED, NOT BROKEN",7.96
TORNTPOWER,25,demand,2025-12-31 12:35:00,Strong,UNTESTED,8.02
PETRONET,125,demand,2025-12-19 11:20:00,Moderate,UNTESTED,8.02
KNRCON,125,supply,2025-12-29 11:20:00,Strong,UNTESTED,8.03
KNRCON,75,supply,2025-12-29 10:30:00,Explosive,UNTESTED,8.03
JSWENERGY,75,demand,2025-12-31 10:30:00,Strong,UNTESTED,8.1
ASHOKLEY,25,demand,2025-12-29 13:50:00,Strong,"TESTED, NOT BROKEN",8.12
IIFL,75,demand,2025-12-30 11:45:00,Moderate,"TESTED, NOT BROKEN",8.13
RECLTD,75,demand,2025-12-31 10:30:00,Explosive,UNTESTED,8.14
RCF,125,demand,2025-12-22 09:15:00,Strong,UNTESTED,8.14
RECLTD,25,demand,2025-12-31 09:40:00,Strong,UNTESTED,8.14
NTPC,75,demand,2025-12-31 10:30:00,Explosive,UNTESTED,8.19
RCF,75,demand,2025-12-22 09:15:00,Strong,UNTESTED,8.21
TORNTPOWER,75,demand,2025-12-31 13:00:00,Strong,UNTESTED,8.24
BPCL,125,demand,2025-12-12 11:20:00,Moderate,UNTESTED,8.24
KARURVYSYA,125,demand,2025-12-26 11:20:00,Explosive,UNTESTED,8.36
KARURVYSYA,75,demand,2025-12-26 10:30:00,Explosive,UNTESTED,8.36
CHAMBLFERT,125,demand,2025-12-16 11:20:00,Explosive,UNTESTED,8.38
PFC,75,demand,2025-12-23 11:45:00,Strong,UNTESTED,8.56
NTPC,25,demand,2025-12-30 13:50:00,Explosive,"TESTED, NOT BROKEN",8.63
ANGELONE,75,supply,2025-12-08 11:45:00,Explosive,UNTESTED,8.64
NTPC,125,demand,2025-12-23 11:20:00,Strong,"TESTED, NOT BROKEN",8.76
NATIONALUM,125,demand,2025-12-30 11:20:00,Explosive,UNTESTED,8.85
NATIONALUM,75,demand,2025-12-30 10:30:00,Explosive,UNTESTED,8.85
PFC,125,demand,2025-12-23 11:20:00,Explosive,UNTESTED,9.08
NATIONALUM,25,demand,2025-12-30 09:40:00,Explosive,UNTESTED,9.14
IDBI,25,demand,2026-01-02 10:55:00,Strong,UNTESTED,9.29
RECLTD,75,demand,2025-12-23 11:45:00,Strong,UNTESTED,9.46
LAURUSLABS,75,demand,2025-12-18 13:00:00,Moderate,"TESTED, NOT BROKEN",9.47
HINDCOPPER,125,demand,2025-12-30 11:20:00,Strong,UNTESTED,9.61
ANANTRAJ,75,demand,2025-12-12 11:45:00,Strong,"TESTED, NOT BROKEN",9.88
ANANTRAJ,25,demand,2025-12-30 14:15:00,Moderate,UNTESTED,9.96
PNBHOUSING,125,demand,2025-12-15 09:15:00,Explosive,UNTESTED,9.97
IREDA,125,demand,2025-12-22 11:20:00,Moderate,UNTESTED,10.18
IREDA,75,demand,2025-12-22 10:30:00,Moderate,UNTESTED,10.18
TITAGARH,125,demand,2025-12-23 09:15:00,Explosive,UNTESTED,10.22
HINDCOPPER,75,demand,2025-12-30 10:30:00,Strong,UNTESTED,10.23
HINDCOPPER,25,demand,2025-12-30 09:40:00,Explosive,UNTESTED,10.23
ANANTRAJ,125,demand,2025-12-31 09:15:00,Strong,UNTESTED,10.26
ANANTRAJ,75,demand,2025-12-30 14:15:00,Moderate,UNTESTED,10.26
RECLTD,125,demand,2025-12-23 11:20:00,Explosive,UNTESTED,10.28
NTPC,125,demand,2025-12-22 09:15:00,Moderate,UNTESTED,10.31
NATIONALUM,75,demand,2025-12-26 10:30:00,Strong,"TESTED, NOT BROKEN",10.37
NTPC,75,demand,2025-12-22 09:15:00,Moderate,UNTESTED,10.38
CHOLAFIN,75,demand,2025-12-23 10:30:00,Moderate,UNTESTED,10.46
GSPL,125,demand,2025-12-22 09:15:00,Moderate,UNTESTED,10.5
BHEL,75,demand,2025-12-09 10:30:00,Explosive,UNTESTED,10.55
TORNTPOWER,75,demand,2025-12-19 13:00:00,Moderate,"TESTED, NOT BROKEN",10.56
INDIANB,25,demand,2025-12-29 13:00:00,Strong,"TESTED, NOT BROKEN",10.63
SHRIRAMFIN,125,demand,2025-12-22 11:20:00,Moderate,UNTESTED,10.65
TATASTEEL,75,demand,2025-12-11 14:15:00,Moderate,UNTESTED,10.66
TATASTEEL,125,demand,2025-12-12 09:15:00,Moderate,UNTESTED,10.66
GUJGASLTD,75,demand,2025-12-31 10:30:00,Explosive,UNTESTED,10.75
GUJGASLTD,125,demand,2025-12-31 11:20:00,Explosive,UNTESTED,10.75
KARURVYSYA,125,demand,2025-12-17 11:20:00,Strong,UNTESTED,10.77
BHEL,125,demand,2025-12-09 11:20:00,Strong,UNTESTED,10.82
TARIL,25,demand,2026-01-01 13:25:00,Moderate,"TESTED, NOT BROKEN",10.86
ACMESOLAR,75,demand,2025-12-11 10:30:00,Explosive,UNTESTED,10.94
PGEL,75,demand,2025-12-11 10:30:00,Moderate,UNTESTED,11.02
GUJGASLTD,25,demand,2025-12-31 09:40:00,Explosive,UNTESTED,11.04
SAIL,75,demand,2025-12-29 10:30:00,Explosive,UNTESTED,11.08
SAIL,25,demand,2025-12-29 09:40:00,Explosive,UNTESTED,11.08
KARURVYSYA,75,demand,2025-12-15 09:15:00,Moderate,"TESTED, NOT BROKEN",11.35
IIFL,125,demand,2025-12-24 11:20:00,Explosive,UNTESTED,11.4
GUJGASLTD,25,demand,2025-12-30 13:50:00,Moderate,"TESTED, NOT BROKEN",11.54
VEDL,125,demand,2025-12-17 09:15:00,Explosive,UNTESTED,11.62
IIFL,75,demand,2025-12-24 10:30:00,Explosive,UNTESTED,11.71
NBCC,125,demand,2025-12-15 11:20:00,Explosive,UNTESTED,11.72
VEDL,75,demand,2025-12-17 09:15:00,Explosive,UNTESTED,11.74
GPIL,125,demand,2025-12-23 11:20:00,Explosive,UNTESTED,11.99
GMDCLTD,75,demand,2025-12-26 11:45:00,Strong,UNTESTED,12.06
COALINDIA,125,demand,2025-12-17 11:20:00,Moderate,UNTESTED,12.16
GSPL,75,demand,2025-12-22 09:15:00,Explosive,UNTESTED,12.22
SAIL,75,demand,2025-12-23 11:45:00,Moderate,"TESTED, NOT BROKEN",12.3
TORNTPOWER,75,demand,2025-12-09 13:00:00,Strong,"TESTED, NOT BROKEN",12.42
ASHOKLEY,125,demand,2025-12-18 13:25:00,Strong,UNTESTED,12.48
ASHOKLEY,75,demand,2025-12-18 13:00:00,Explosive,UNTESTED,12.48
KARURVYSYA,75,demand,2025-12-10 09:15:00,Strong,UNTESTED,12.5
IDBI,125,demand,2025-12-31 11:20:00,Strong,UNTESTED,12.51
BDL,125,demand,2025-12-18 13:25:00,Moderate,UNTESTED,12.58
ITC,75,supply,2026-01-01 09:15:00,Moderate,"TESTED, NOT BROKEN",12.94
GMDCLTD,125,demand,2025-12-26 11:20:00,Strong,UNTESTED,12.94
KNRCON,125,demand,2025-12-22 09:15:00,Explosive,UNTESTED,12.95
ITC,125,supply,2026-01-01 11:20:00,Explosive,UNTESTED,13.04
GSPL,125,demand,2025-12-12 11:20:00,Explosive,UNTESTED,13.13
ITC,125,supply,2025-12-08 13:25:00,Moderate,"TESTED, NOT BROKEN",13.14
NBCC,125,demand,2025-12-19 11:20:00,Explosive,UNTESTED,13.14
IDBI,25,demand,2025-12-30 13:50:00,Moderate,"TESTED, NOT BROKEN",13.19
M&MFIN,125,demand,2025-12-18 11:20:00,Strong,UNTESTED,13.52
M&MFIN,75,demand,2025-12-18 10:30:00,Strong,UNTESTED,13.52
GSPL,75,demand,2025-12-19 10:30:00,Explosive,UNTESTED,13.68
GSPL,125,demand,2025-12-19 11:20:00,Explosive,UNTESTED,13.68
RECLTD,75,demand,2025-12-18 11:45:00,Moderate,UNTESTED,13.95
CHAMBLFERT,75,demand,2025-12-10 10:30:00,Explosive,UNTESTED,14.07
TITAGARH,125,demand,2025-12-15 13:25:00,Strong,UNTESTED,14.12
SCI,125,demand,2025-12-22 09:15:00,Strong,UNTESTED,14.21
ASHOKLEY,75,demand,2025-12-15 11:45:00,Strong,UNTESTED,14.43
COFORGE,75,supply,2025-12-09 10:30:00,Explosive,UNTESTED,14.52
COFORGE,125,supply,2025-12-09 11:20:00,Explosive,UNTESTED,14.52
IRFC,125,demand,2025-12-22 09:15:00,Strong,UNTESTED,14.79
DEVYANI,75,demand,2025-12-19 14:15:00,Strong,UNTESTED,14.82
IRFC,75,demand,2025-12-19 14:15:00,Moderate,UNTESTED,14.94
HINDCOPPER,125,supply,2025-12-29 13:25:00,Moderate,"TESTED, NOT BROKEN",15.24
CHAMBLFERT,75,demand,2025-12-09 14:15:00,Moderate,UNTESTED,15.27
ANANTRAJ,125,demand,2025-12-12 11:20:00,Explosive,UNTESTED,15.84
TARIL,25,demand,2026-01-01 09:40:00,Explosive,UNTESTED,16.79
RVNL,75,demand,2025-12-19 14:15:00,Strong,UNTESTED,17.55
IRCON,125,demand,2025-12-22 09:15:00,Moderate,UNTESTED,17.71
TARIL,75,demand,2025-12-15 10:30:00,Moderate,"TESTED, NOT BROKEN",17.76
IRCON,75,demand,2025-12-19 14:15:00,Moderate,UNTESTED,18.09
TARIL,75,demand,2025-12-30 14:15:00,Strong,"TESTED, NOT BROKEN",18.51
TARIL,25,demand,2025-12-30 13:50:00,Strong,"TESTED, NOT BROKEN",18.51
HBLENGINE,125,demand,2025-12-18 13:25:00,Strong,UNTESTED,19.58
HINDZINC,125,demand,2025-12-12 11:20:00,Explosive,UNTESTED,19.81
RVNL,75,demand,2025-12-09 09:15:00,Strong,"TESTED, NOT BROKEN",20.34
NATIONALUM,125,demand,2025-12-12 11:20:00,Explosive,UNTESTED,24.45
TARIL,75,demand,2025-12-12 14:15:00,Moderate,UNTESTED,25.12
HINDCOPPER,125,demand,2025-12-12 11:20:00,Explosive,UNTESTED,50.19
